Lat,Lon,SEAI
50.84729994375,5.71834797415927,150.2
50.8450169733333,5.7190885,151.1
50.8445607672566,5.719452739823,153.2
50.8302882444444,5.72050407777777,80.19999999999999
50.830340992,5.720533412,82.99999999999999
50.8450171366666,5.7190825,151.1
50.8301431828571,5.72060184857142,78.1
50.8302889833333,5.72050211666666,80.19999999999999
50.8304760559999,5.72060122,82.3
50.85312888,5.71036535999999,156.6
50.8525939578947,5.71037196315789,170.99999999999997
50.8563678022472,5.71109382134831,100.80000000000001
50.8535627,5.71032355,156.1
50.8539868809523,5.71029237142857,154.79999999999995
50.8544457293103,5.71104416206896,134.7
50.8510757214285,5.71152793498351,161.5
50.8494027543859,5.7078440368421,384.1
50.8488957285714,5.70760147142857,400.09999999999997
50.85082672,5.70766578,383.70000000000005
50.8512586249999,5.70773913333333,372.99999999999994
50.8489135506666,5.70864484666666,344.5
50.8496679571428,5.7089760047619,324.29999999999995
50.855466725,5.6823546125,402.6
50.8218559642857,5.72529567857142,22.2
50.8220250652173,5.7251333173913,22.799999999999997
50.8225814625,5.72557513124999,24.4
50.82243594,5.72533314666666,24.4
50.8514350545454,5.7075715,379.2
50.8516159695652,5.70760692173913,371.09999999999997
50.852144676923,5.70702935384615,393.59999999999997
50.8516252266666,5.70860752666666,302.4
50.852532337037,5.70702467407407,380.8
50.8520065925925,5.70746091851851,369.09999999999997
50.8528059,5.7076549375,322.59999999999997
50.8227665040816,5.72462510816326,26.499999999999996
50.852969817647,5.70658779411764,389.49999999999994
50.853526,5.7059424625,398.99999999999994
50.8238828933333,5.72273404666666,28.7
50.8239924692307,5.72251225384615,29.4
50.8243376749999,5.72186915,30.099999999999998
50.8246184375,5.72220195,30.099999999999998
50.841641096,5.648584536,31.4
50.8532593599999,5.70959918,192.4
50.8531966611111,5.70681268333333,370.29999999999995
50.8525071888888,5.7098466,196.79999999999998
50.8246120687499,5.7231351625,30.099999999999998
50.84329535,5.64807678571428,30.7
50.85293469,5.70821127,277.4
50.8429456964285,5.64784586428571,30.7
50.85416188,5.70836902666666,220.1
50.842525075,5.64799608333333,30.7
50.8541812,5.70956704705882,174.7
50.825492216,5.72291799199999,31.5
50.8402214571428,5.64758253928571,30.0
50.853390115,5.70921456999999,206.39999999999998
50.8262703625,5.72256385,34.4
50.8408944535714,5.64835214285714,30.7
50.8260449853658,5.72290494390243,32.199999999999996
50.8534256210526,5.70863995789473,230.29999999999998
50.82586963125,5.72219560416666,32.199999999999996
50.8419864433333,5.64709994333333,30.7
50.8526257878048,5.70885091951219,253.7
50.8252320315789,5.72239491578947,31.5
50.84129351875,5.648058,30.7
50.8260293,5.72363172682926,32.0
50.8409362727272,5.6479434090909,30.7
50.8253354142857,5.72353040714285,30.799999999999997
50.8556609133333,5.70959540333333,144.6
50.8560275529411,5.70914869411764,140.7
50.8548308133333,5.70962894999999,161.5
50.8561003666666,5.70807134285714,170.2
50.8555788333333,5.7077420125,206.29999999999998
50.8561614882352,5.70861094117647,147.7
50.8625487727272,5.68128716666666,63.6
50.8545406882352,5.70767988823529,254.7
50.8549613608695,5.70736447826087,253.1
50.8555022454545,5.70610674999999,305.40000000000003
50.8483433307692,5.70727005384615,411.79999999999995
50.8553568666666,5.7068609,278.0
50.852431109375,5.70786119687499,327.29999999999995
50.8518751304347,5.70644660434782,437.59999999999997
50.8654496340909,5.68537420954359,31.0
50.8534763313725,5.70557894705882,413.40000000000003
